type,url,filter,listing_count,phase
listing,/restaurant/kissimmee/dunkin-donuts-5911658,license_key=5911658,1,2
listing,/restaurant/saint-cloud/dunkin-donuts-5911696,license_key=5911696,1,2
listing,/restaurant/titusville/dunkin-donuts-1506717,license_key=1506717,1,2
listing,/restaurant/south-daytona/dunkin-donuts-7407477,license_key=7407477,1,2
listing,/restaurant/orlando/dunkin-donuts-5814380,license_key=5814380,1,2
listing,/restaurant/cocoa/dunkin-donuts-1506772,license_key=1506772,1,3
listing,/restaurant/kissimmee/dunkin-donuts-5911699,license_key=5911699,1,3
listing,/restaurant/melbourne-village/dunkin-donuts-1506560,license_key=1506560,1,2
listing,/restaurant/orlando/dunkin-donuts-5814644,license_key=5814644,1,2
listing,/restaurant/orlando/dunkin-donuts-5810300,license_key=5810300,1,3
listing,/restaurant/melbourne/dunkin-donuts-1506870,license_key=1506870,1,3
listing,/restaurant/fort-pierce/dunkin-donuts-6603085,license_key=6603085,1,2
listing,/restaurant/titusville/dunkin-donuts-1506828,license_key=1506828,1,3
listing,/restaurant/palm-bay/dunkin-donuts-1506690,license_key=1506690,1,2
listing,/restaurant/oviedo/dunkin-donuts-6903362,license_key=6903362,1,2
listing,/restaurant/titusville/dunkin-donuts-1506620,license_key=1506620,1,2
listing,/restaurant/port-orange/dunkin-donuts-7407378,license_key=7407378,1,2
listing,/restaurant/cocoa/dunkin-donuts-1505639,license_key=1505639,1,2
listing,/restaurant/winter-garden/dunkin-donuts-5813870,license_key=5813870,1,2
listing,/restaurant/fort-pierce/dunkin-donuts-6603135,license_key=6603135,1,3
listing,/restaurant/orlando/dunkin-donuts-5814843,license_key=5814843,1,3
listing,/restaurant/orlando/dunkin-donuts-5812944,license_key=5812944,1,3
listing,/restaurant/cocoa/dunkin-donuts-1506767,license_key=1506767,1,3
listing,/restaurant/mims/dunkin-donuts-1506447,license_key=1506447,1,2
listing,/restaurant/west-melbourne/dunkin-donuts-1506721,license_key=1506721,1,2
listing,/restaurant/melbourne/dunkin-donuts-1505756,license_key=1505756,1,3
listing,/restaurant/fort-pierce/dunkin-donuts-6601895,license_key=6601895,1,3
listing,/restaurant/fort-pierce/dunkin-donuts-6603146,license_key=6603146,1,3
listing,/restaurant/clermont/dunkin-donuts-4508541,license_key=4508541,1,1
listing,/restaurant/vero-beach/dunkin-donuts-4105392,license_key=4105392,1,2
listing,/restaurant/kissimmee/dunkin-donuts-5911700,license_key=5911700,1,2
listing,/restaurant/cocoa/dunkin-donuts-1506893,license_key=1506893,1,2
listing,/restaurant/vero-beach/dunkin-donuts-4105389,license_key=4105389,1,2
listing,/restaurant/orlando/dunkin-donuts-5813748,license_key=5813748,1,2
listing,/restaurant/debary/dunkin-donuts-7407360,license_key=7407360,1,2
listing,/restaurant/melbourne/dunkin-donuts-1506483,license_key=1506483,1,2
listing,/restaurant/cocoa-beach/dunkin-donuts-1506663,license_key=1506663,1,1
listing,/restaurant/orlando/dunkin-donuts-5811083,license_key=5811083,1,2
listing,/restaurant/port-st-lucie/dunkin-donuts-6603062,license_key=6603062,1,2
listing,/restaurant/windermere/dunkin-donuts-5814391,license_key=5814391,1,3
listing,/restaurant/orlando/dunkin-donuts-5804836,license_key=5804836,1,2
listing,/restaurant/cocoa-beach/dunkin-donuts-1504530,license_key=1504530,1,2
listing,/restaurant/orlando/dunkin-donuts-5814473,license_key=5814473,1,2
listing,/restaurant/melbourne/dunkin-donuts-1506664,license_key=1506664,1,2
listing,/restaurant/groveland/dunkin-donuts-4508723,license_key=4508723,1,2
listing,/restaurant/micco/dunkin-donuts-1506769,license_key=1506769,1,2
listing,/restaurant/orlando/dunkin-donuts-5813763,license_key=5813763,1,3
listing,/restaurant/vero-beach/dunkin-donuts-4105332,license_key=4105332,1,3
listing,/restaurant/winter-springs/dunkin-donuts-6905135,license_key=6905135,1,3
listing,/restaurant/oviedo/dunkin-donuts-6905330,license_key=6905330,1,3
listing,/restaurant/ocoee/dunkin-donuts-5813435,license_key=5813435,1,2
listing,/restaurant/kissimmee/dunkin-donuts-5911442,license_key=5911442,1,2
listing,/restaurant/palm-bay/dunkin-donuts-1505227,license_key=1505227,1,2
listing,/restaurant/vero-beach/dunkin-donuts-4105281,license_key=4105281,1,2
listing,/restaurant/port-st-lucie/dunkin-donuts-6605080,license_key=6605080,1,3
listing,/restaurant/minneola/dunkin-donuts-4508670,license_key=4508670,1,2
listing,/restaurant/st-cloud/dunkin-donuts-5911344,license_key=5911344,1,3
listing,/restaurant/port-st-lucie/dunkin-donuts-6603162,license_key=6603162,1,3
listing,/restaurant/palm-bay/dunkin-donuts-baskin-robbins-1505790,license_key=1505790,1,3
listing,/restaurant/daytona-beach/dunkin-pc-356554-7407743,license_key=7407743,1,2
listing,/restaurant/kissimmee/dunkin-baskin-robbins-5910967,license_key=5910967,1,3
listing,/restaurant/st-cloud/dunkin-donuts-307800-5911275,license_key=5911275,1,3
listing,/restaurant/oviedo/dunkin-donuts-6904966,license_key=6904966,1,3
listing,/restaurant/kissimmee/dunkin-donuts-5911456,license_key=5911456,1,3
listing,/restaurant/deltona/dunkin-donuts-7407561,license_key=7407561,1,1
listing,/restaurant/port-st-lucie/dunkin-donuts-6603050,license_key=6603050,1,2
listing,/restaurant/ocoee/dunkin-donuts-baskin-robbins-5811049,license_key=5811049,1,3
listing,/restaurant/ormond-beach/dunkin-7407672,license_key=7407672,1,3
listing,/restaurant/ormond-beach/dunn-s-attic-7407202,license_key=7407202,1,3
listing,/restaurant/viera/duran-golf-club-1505899,license_key=1505899,1,3
listing,/restaurant/titusville/durangos-steakhouse-1506891,license_key=1506891,1,2
listing,/restaurant/melbourne/dustins-bar-b-q-1505023,license_key=1505023,1,1
listing,/restaurant/orlando/eagles-pizza-5812266,license_key=5812266,1,2
listing,/restaurant/port-st-lucie/earl-of-sandwich-6603163,license_key=6603163,1,3
listing,/restaurant/okeechobee/earl-of-sandwich-6603026,license_key=6603026,1,3
listing,/restaurant/sebastian/earl-s-hideaway-lounge-inc-4101197,license_key=4101197,1,1
listing,/restaurant/orlando/earls-kitchen-and-bar-5811407,license_key=5811407,1,1
listing,/restaurant/melbourne/east-end-concession-1503834,license_key=1503834,1,3
listing,/restaurant/winter-garden/east-gourmet-ii-5812547,license_key=5812547,1,3
listing,/restaurant/st-cloud/east-king-chinese-restaurant-5910356,license_key=5910356,1,3
listing,/restaurant/lake-buena-vista/east-kitchen-5808151,license_key=5808151,1,3
listing,/restaurant/orlando/east-wok-5814564,license_key=5814564,1,3
listing,/restaurant/tavares/east-wok-4508764,license_key=4508764,1,3
listing,/restaurant/port-saint-lucie/eastport-subway-6600883,license_key=6600883,1,3
listing,/restaurant/melbourne/eatz-1506085,license_key=1506085,1,3
listing,/restaurant/fort-pierce/eckles-lounge-restaurant-6602441,license_key=6602441,1,3
listing,/restaurant/kissimmee/econo-lodge-inn-and-suites-5911251,license_key=5911251,1,1
listing,/restaurant/orlando/eddie-v-s-restaurant-8513-5813111,license_key=5813111,1,1
listing,/restaurant/orlando/eddy-s-ice-cream-5808509,license_key=5808509,1,2
listing,/restaurant/lake-buena-vista/edison-5814381,license_key=5814381,1,1
listing,/restaurant/tavares/eduardo-s-lokos-tacos-llc-4508451,license_key=4508451,1,2
listing,/restaurant/bay-lake/eight-spoons-cafe-5808769,license_key=5808769,1,3
listing,/restaurant/orlando/einstein-bros-bagel-1512-5810098,license_key=5810098,1,1
listing,/restaurant/altamonte-spgs/einstein-bros-bagel-2063-6903823,license_key=6903823,1,2
listing,/restaurant/orlando/einstein-bros-bagel-2433-5810101,license_key=5810101,1,2
listing,/restaurant/orlando/einstein-bros-bagel-2526-5810102,license_key=5810102,1,1
listing,/restaurant/orlando/einstein-bros-bagel-2938-5810103,license_key=5810103,1,1
listing,/restaurant/ormond-beach/einstein-bros-bagel-2950-7406125,license_key=7406125,1,2
listing,/restaurant/winter-park/einstein-bros-bagel-848-5810097,license_key=5810097,1,2
listing,/restaurant/casselberry/einstein-bros-bagels-3478-6904722,license_key=6904722,1,2
listing,/restaurant/orlando/einstein-bros-bagels-3676-5810099,license_key=5810099,1,2
listing,/restaurant/west-melbourne/einstein-bros-bagels-4062-1506722,license_key=1506722,1,2
listing,/restaurant/melbourne/einstein-bros-bagels-4084-1506569,license_key=1506569,1,2
listing,/restaurant/melbourne/einstein-bros-bagels-4096-1506667,license_key=1506667,1,2
listing,/restaurant/vero-beach/einstein-bros-bagels-4100405,license_key=4100405,1,2
listing,/restaurant/winter-garden/el-alacran-mexican-food-5813738,license_key=5813738,1,1
listing,/restaurant/melbourne/el-ambia-cubano-1506116,license_key=1506116,1,1
listing,/restaurant/kissimmee/el-arepazoo-5910883,license_key=5910883,1,2
listing,/restaurant/kissimmee/el-buen-sabor-restaurant-bakery-5900952,license_key=5900952,1,2
listing,/restaurant/cocoa-beach/el-buzo-peruvian-cuisine-1506773,license_key=1506773,1,2
listing,/restaurant/clermont/el-cerro-restaurant-4508486,license_key=4508486,1,2
listing,/restaurant/orlando/el-chinchorreo-de-my-friends-sport-bar-lounge-5808834,license_key=5808834,1,3
listing,/restaurant/kissimmee/el-cilantrillo-cafe-restaurant-5900793,license_key=5900793,1,1
listing,/restaurant/orlando/el-cilantrillo-restaurant-5806214,license_key=5806214,1,1
listing,/restaurant/orlando/el-cilantrillo-restaurant-5805169,license_key=5805169,1,1
listing,/restaurant/orlando/el-crazy-pollo-latin-grill-5812588,license_key=5812588,1,2
listing,/restaurant/port-st-lucie/el-cubanito-restaurant-6602778,license_key=6602778,1,1
listing,/restaurant/orlando/el-flamboyan-5809028,license_key=5809028,1,3
listing,/restaurant/titusville/el-heredero-inc-1505805,license_key=1505805,1,3
listing,/restaurant/orlando/el-importado-5811218,license_key=5811218,1,1
listing,/restaurant/melbourne/el-indio-restaurant-inc-1506703,license_key=1506703,1,2
listing,/restaurant/orlando/el-inka-grill-ceviche-5811867,license_key=5811867,1,1
listing,/restaurant/orlando/el-inka-grill-5808624,license_key=5808624,1,1
listing,/restaurant/kissimmee/el-jefe-tequilas-taco-cantina-5911726,license_key=5911726,1,1
listing,/restaurant/zellwood/el-korita-restaurant-5808480,license_key=5808480,1,2
listing,/restaurant/titusville/el-leoncito-1502088,license_key=1502088,1,1
listing,/restaurant/lake-buena-vista/el-mercado-de-coronado-5808500,license_key=5808500,1,2
listing,/restaurant/orlando/el-meson-5813675,license_key=5813675,1,2
listing,/restaurant/palm-bay/el-mezcalito-mexican-grill-llc-1506844,license_key=1506844,1,2
listing,/restaurant/edgewater/el-molcajete-cocina-mexicana-7407175,license_key=7407175,1,2
listing,/restaurant/umatilla/el-pastor-mexican-food-4508678,license_key=4508678,1,2
listing,/restaurant/orlando/el-patron-5808310,license_key=5808310,1,1
listing,/restaurant/orlando/el-pilon-arepas-grill-5811342,license_key=5811342,1,3
listing,/restaurant/orlando/el-potro-mexican-restaurant-5804571,license_key=5804571,1,1
listing,/restaurant/winter-park/el-potro-mexican-restaurant-5809270,license_key=5809270,1,1
listing,/restaurant/apopka/el-potro-mexican-restaurant-5810201,license_key=5810201,1,3
listing,/restaurant/kissimmee/el-primito-alcapurrias-y-mas-inc-5911732,license_key=5911732,1,2
listing,/restaurant/kissimmee/el-primo-la-casa-de-las-alcapurrias-5911325,license_key=5911325,1,1
listing,/restaurant/winter-park/el-pueblo-mexican-grocery-5812214,license_key=5812214,1,2
listing,/restaurant/orlando/el-pulgarcito-grill-and-bar-llc-5811922,license_key=5811922,1,2
listing,/restaurant/orlando/el-punto-del-sabor-5809609,license_key=5809609,1,3
listing,/restaurant/lady-lake/el-ranchito-mexican-restaurant-4500935,license_key=4500935,1,1
listing,/restaurant/kissimmee/el-rey-de-los-pollos-5903252,license_key=5903252,1,1
listing,/restaurant/cocoa/el-sabor-de-mi-pueblo-1506977,license_key=1506977,1,3
listing,/restaurant/sanford/el-sol-mexican-restaurant-6905130,license_key=6905130,1,2
listing,/restaurant/melbourne/el-sombrero-mexican-cuisine-1506494,license_key=1506494,1,1
listing,/restaurant/ocoee/el-sombrero-mexican-grill-5814976,license_key=5814976,1,3
listing,/restaurant/deland/el-taco-amigo-7406607,license_key=7406607,1,2
listing,/restaurant/vero-beach/el-tapatio-mexican-grill-4105362,license_key=4105362,1,2
listing,/restaurant/orlando/el-tapatio-mexican-restaurant-5811107,license_key=5811107,1,1
listing,/restaurant/kissimmee/el-tapatio-5910284,license_key=5910284,1,2
listing,/restaurant/orlando/el-tenampa-mexican-restaurant-5813509,license_key=5813509,1,3
listing,/restaurant/kissimmee/el-tenampa-mexican-restaurant-5911073,license_key=5911073,1,1
listing,/restaurant/ocoee/el-tequila-sunrise-inc-5808812,license_key=5808812,1,3
listing,/restaurant/south-daytona/el-tequilas-authentic-mexican-restaurant-7406067,license_key=7406067,1,1
listing,/restaurant/melbourne/el-tesoro-cocina-mexicana-1505763,license_key=1505763,1,2
listing,/restaurant/orlando/el-triunfo-bakery-and-cafe-llc-5813843,license_key=5813843,1,2
listing,/restaurant/kissimmee/el-tropico-1-5907689,license_key=5907689,1,1
listing,/restaurant/sanford/el-zocalo-mexican-restaurant-6904836,license_key=6904836,1,1
listing,/restaurant/melbourne/element-melbourne-beach-1507262,license_key=1507262,1,3
listing,/restaurant/orlando/elixir-bar-room-and-hash-house-5812973,license_key=5812973,1,2
listing,/restaurant/sanford/ellens-wine-room-6905400,license_key=6905400,1,2
listing,/restaurant/cape-canaveral/ellie-mae-s-tiki-bar-1506928,license_key=1506928,1,2
listing,/restaurant/deland/elusive-grape-7407411,license_key=7407411,1,3
listing,/restaurant/orlando/emack-bolio-s-marketplace-5811134,license_key=5811134,1,3
listing,/restaurant/orlando/embassy-suites-orlando-downtown-5809869,license_key=5809869,1,1
listing,/restaurant/orlando/embassy-suites-resort-lake-buena-vista-5806324,license_key=5806324,1,1
listing,/restaurant/kissimmee/emerald-bay-market-place-5911434,license_key=5911434,1,3
listing,/restaurant/st-cloud/emilio-s-italian-pizzeria-and-restaurant-llc-5905233,license_key=5905233,1,2
listing,/restaurant/melbourne/emilio-s-panini-grill-1506237,license_key=1506237,1,3
listing,/restaurant/deland/emmy-s-time-out-tavern-7402955,license_key=7402955,1,1
listing,/restaurant/winter-garden/empanada-co-5815215,license_key=5815215,1,2
listing,/restaurant/orlando/empire-szechuan-5810425,license_key=5810425,1,2
listing,/restaurant/lake-buena-vista/employee-cafeteria-5805550,license_key=5805550,1,3
listing,/restaurant/orlando/employee-dining-kitchen-banquet-pantry-5814037,license_key=5814037,1,3
listing,/restaurant/lake-buena-vista/employees-cafeteria-5805663,license_key=5805663,1,3
listing,/restaurant/lake-buena-vista/employees-cafeteria-5802232,license_key=5802232,1,3
listing,/restaurant/lake-buena-vista/employees-cafeteria-5811526,license_key=5811526,1,1
listing,/restaurant/orlando/employees-cafeteria-5804139,license_key=5804139,1,3
listing,/restaurant/orlando/enclave-cafe-5804404,license_key=5804404,1,1
listing,/restaurant/kissimmee/encore-club-the-bis-grill-5911507,license_key=5911507,1,2
listing,/restaurant/kissimmee/encore-club-finn-s-cafe-5911491,license_key=5911491,1,3
listing,/restaurant/bay-lake/end-zone-food-court-5905653,license_key=5905653,1,2
listing,/restaurant/maitland/enzian-theatre-incorporated-5803856,license_key=5803856,1,1
listing,/restaurant/orlando/eola-wine-company-5812864,license_key=5812864,1,1
listing,/restaurant/lake-buena-vista/epcot-mexico-pavilion-tequila-bar-5812341,license_key=5812341,1,3
listing,/restaurant/orlando/epic-theatres-at-lee-vista-5813779,license_key=5813779,1,1
listing,/restaurant/mount-dora/epic-theatres-mount-dora-4508796,license_key=4508796,1,1
listing,/restaurant/clermont/epic-theatres-of-clermont-4508814,license_key=4508814,1,1
listing,/restaurant/deltona/epic-theatres-of-deltona-llc-7407387,license_key=7407387,1,1
listing,/restaurant/titusville/epic-theatres-titusville-1506816,license_key=1506816,1,1
listing,/restaurant/orlando/equilibre-healthy-food-5814706,license_key=5814706,1,2
listing,/restaurant/clermont/erika-s-tea-room-and-gifts-inc-4508647,license_key=4508647,1,3
listing,/restaurant/lake-buena-vista/escudos-bar-grill-5812410,license_key=5812410,1,3
listing,/restaurant/pierson/essex-seafood-house-inc-7405408,license_key=7405408,1,1
listing,/restaurant/melbourne/estampa-gaucha-1506508,license_key=1506508,1,2
listing,/restaurant/port-orange/estate-on-the-halifax-7406399,license_key=7406399,1,3
listing,/restaurant/kissimmee/estefan-kitchen-5911723,license_key=5911723,1,1
listing,/restaurant/west-melbourne/ethel-and-freds-entree-restaurant-1501765,license_key=1501765,1,3
listing,/restaurant/heathrow/eurest-lakeside-cafe-6903014,license_key=6903014,1,3
listing,/restaurant/orlando/eurest-dining-5812397,license_key=5812397,1,3
listing,/restaurant/winter-park/euro-pol-polish-deli-5811108,license_key=5811108,1,3
listing,/restaurant/eustis/eustis-sonic-drive-in-4502389,license_key=4502389,1,1
listing,/restaurant/orlando/everglades-rest-quiet-bar-ball-5807893,license_key=5807893,1,2
listing,/restaurant/lake-buena-vista/everglazed-donuts-cold-brew-5815147,license_key=5815147,1,2
listing,/restaurant/lake-buena-vista/everything-pop-5811120,license_key=5811120,1,2
listing,/restaurant/kissimmee/exhibition-hall-136-5910795,license_key=5910795,1,3
listing,/restaurant/kissimmee/expo-building-stand-107-kissimmee-stand-5910794,license_key=5910794,1,3
listing,/restaurant/orlando/extreme-pizza-inc-5810411,license_key=5810411,1,2
listing,/restaurant/orlando/f-b-outlets-5812850,license_key=5812850,1,2
listing,/restaurant/lake-mary/f-d-cantina-lake-mary-6904871,license_key=6904871,1,1
listing,/restaurant/lake-mary/f-d-prime-6904974,license_key=6904974,1,3
listing,/restaurant/winter-park/f-d-woodfired-italian-kitchen-5810100,license_key=5810100,1,2
listing,/restaurant/orlando/f108-johnny-rockets-little-caesars-pizza-e-5813489,license_key=5813489,1,3
listing,/restaurant/orlando/f110-4rivers-se-5813480,license_key=5813480,1,2
listing,/restaurant/orlando/f146-fan-favorites-5813468,license_key=5813468,1,3
listing,/restaurant/lake-buena-vista/fairfax-fare-5810016,license_key=5810016,1,3
listing,/restaurant/orlando/fairfield-inn-suites-by-marriott-orlando-lake-buena-vista-5809203,license_key=5809203,1,1
listing,/restaurant/kissimmee/fairfield-inn-suites-by-marriott-5911503,license_key=5911503,1,3
listing,/restaurant/daytona-beach/fairfield-inn-suites-daytona-beach-speedway-airport-7407506,license_key=7407506,1,2
listing,/restaurant/ocoee/fairfield-inn-suites-orlando-ocoee-5811111,license_key=5811111,1,2
listing,/restaurant/vero-beach/fairfield-inn-suites-vero-beach-4105395,license_key=4105395,1,2
listing,/restaurant/melbourne/fairfield-inn-suites-1506817,license_key=1506817,1,3
listing,/restaurant/titusville/fairfield-inn-suites-1506097,license_key=1506097,1,3
listing,/restaurant/winter-garden/fairfield-inn-flamingo-crossings-5815334,license_key=5815334,1,2
listing,/restaurant/melbourne/fairfield-inn-and-suites-1506086,license_key=1506086,1,3
listing,/restaurant/orlando/fairfield-inn-by-marriott-orlando-airport-5809842,license_key=5809842,1,1
listing,/restaurant/melbourne/fairway-cigar-lounge-1507234,license_key=1507234,1,3
listing,/restaurant/melbourne/falafel-stop-llc-1506916,license_key=1506916,1,2
listing,/restaurant/orlando/falcon-5815067,license_key=5815067,1,3
listing,/restaurant/kissimmee/falcons-fire-golf-club-5905196,license_key=5905196,1,1
listing,/restaurant/orlando/falls-pool-bar-grill-5813120,license_key=5813120,1,2
listing,/restaurant/orange-city/family-fun-town-7406871,license_key=7406871,1,1
listing,/restaurant/palm-bay/family-tradition-cafe-1506648,license_key=1506648,1,2
listing,/restaurant/apopka/fancy-q-sushi-and-thai-restaurant-5814446,license_key=5814446,1,2
listing,/restaurant/daytona-beach/fancy-q-sushi-and-thai-7407415,license_key=7407415,1,3
listing,/restaurant/clermont/fancy-sushi-sho-inc-4508529,license_key=4508529,1,2
listing,/restaurant/orlando/farmair-s-bar-bite-gates-103-5809852,license_key=5809852,1,3
listing,/restaurant/orlando/fast-food-boulevard-5805767,license_key=5805767,1,2
listing,/restaurant/st-cloud/fat-boys-bar-bq-of-st-cloud-5900439,license_key=5900439,1,1
listing,/restaurant/cocoa/fat-donkey-cocoa-village-1507252,license_key=1507252,1,3
listing,/restaurant/indian-harbour-beach/fat-donkey-indian-harbour-beach-1506924,license_key=1506924,1,3
listing,/restaurant/cocoa-beach/fat-donkey-1506475,license_key=1506475,1,2
listing,/restaurant/melbourne/fat-shack-1505697,license_key=1505697,1,2
listing,/restaurant/cocoa-beach/fat-snook-1505921,license_key=1505921,1,2
listing,/restaurant/orlando/feasting-frog-5814229,license_key=5814229,1,3
listing,/restaurant/orlando/ferrara-pizza-pasta-5811658,license_key=5811658,1,2
listing,/restaurant/titusville/ferreri-s-pizza-1507225,license_key=1507225,1,3
listing,/restaurant/winter-park/fiddlers-green-5808323,license_key=5808323,1,1
listing,/restaurant/daytona-beach/fields-bmw-of-daytona-7407385,license_key=7407385,1,1
listing,/restaurant/orlando/fields-bmw-south-orlando-5814913,license_key=5814913,1,1
listing,/restaurant/winter-park/fields-bmw-5811598,license_key=5811598,1,1
listing,/restaurant/w-melbourne/fiesta-azteca-mexican-rest-1504249,license_key=1504249,1,2
listing,/restaurant/melbourne/fiesta-azteca-of-suntree-1504433,license_key=1504433,1,1
listing,/restaurant/melbourne/fiesta-azteca-1505604,license_key=1505604,1,3
listing,/restaurant/melbourne/fiesta-azul-tequila-house-1506938,license_key=1506938,1,1
listing,/restaurant/mount-dora/fiesta-grande-mexican-grill-4508312,license_key=4508312,1,1
listing,/restaurant/indian-harbour-beach/fiesta-jalisco-inc-1506385,license_key=1506385,1,2
listing,/restaurant/lake-buena-vista/fife-drum-tavern-5812010,license_key=5812010,1,3
listing,/restaurant/mount-dora/fifth-avenue-streatery-4508593,license_key=4508593,1,1
listing,/restaurant/altamonte-springs/fig-s-prime-6905219,license_key=6905219,1,1
listing,/restaurant/port-orange/filo-greek-7406726,license_key=7406726,1,2
listing,/restaurant/lake-mary/filomenas-pizzeria-ristorante-6902929,license_key=6902929,1,2
listing,/restaurant/vero-beach/filthy-s-fine-cocktails-and-beer-4105305,license_key=4105305,1,2
listing,/restaurant/orlando/finishline-cafe-5810501,license_key=5810501,1,3
listing,/restaurant/kissimmee/fins-up-beach-club-and-salty-rim-bar-and-grill-5911650,license_key=5911650,1,3
listing,/restaurant/orlando/fire-eaters-5809106,license_key=5809106,1,2
listing,/restaurant/orange-city/fire-on-the-bayou-7407410,license_key=7407410,1,1
listing,/restaurant/orlando/firebirds-wood-fired-grill-5813363,license_key=5813363,1,1
listing,/restaurant/palm-bay/fired-up-a-coal-oven-pizzaria-1505941,license_key=1505941,1,1
listing,/restaurant/west-melbourne/firehouse-subs-1246-1506592,license_key=1506592,1,2
listing,/restaurant/port-orange/firehouse-subs-1721-7407631,license_key=7407631,1,3
listing,/restaurant/st-cloud/firehouse-subs-st-cloud-5910924,license_key=5910924,1,2
listing,/restaurant/orlando/firehouse-subs-5813654,license_key=5813654,1,2
listing,/restaurant/melbourne/firehouse-subs-1505729,license_key=1505729,1,2
listing,/restaurant/merritt-island/firehouse-subs-1505636,license_key=1505636,1,2
listing,/restaurant/kissimmee/firehouse-subs-5903759,license_key=5903759,1,1
listing,/restaurant/apopka/firehouse-subs-5812935,license_key=5812935,1,2
listing,/restaurant/orlando/firehouse-subs-5811317,license_key=5811317,1,2
listing,/restaurant/rockledge/firehouse-subs-1506016,license_key=1506016,1,3
listing,/restaurant/new-smyrna-beach/firehouse-subs-7407209,license_key=7407209,1,2
listing,/restaurant/deland/firehouse-subs-7406436,license_key=7406436,1,2
listing,/restaurant/titusville/firehouse-subs-1506755,license_key=1506755,1,2
listing,/restaurant/winter-garden/firehouse-subs-5811929,license_key=5811929,1,2
listing,/restaurant/apopka/firehouse-subs-5814926,license_key=5814926,1,2
listing,/restaurant/orlando/firehouse-subs-5811191,license_key=5811191,1,1
listing,/restaurant/melbourne/firehouse-subs-1505253,license_key=1505253,1,2
listing,/restaurant/orlando/firehouse-subs-5810735,license_key=5810735,1,3
listing,/restaurant/orlando/firehouse-subs-5810878,license_key=5810878,1,2
listing,/restaurant/orlando/firehouse-subs-5814270,license_key=5814270,1,2
listing,/restaurant/altamonte-springs/firehouse-subs-6904804,license_key=6904804,1,2
listing,/restaurant/orlando/firehouse-subs-5811068,license_key=5811068,1,2
listing,/restaurant/orlando/firehouse-subs-5811030,license_key=5811030,1,2
listing,/restaurant/indian-harbour-beach/firehouse-subs-1506864,license_key=1506864,1,3
listing,/restaurant/orlando/first-choice-iii-chinese-restaurant-llc-5809169,license_key=5809169,1,3
listing,/restaurant/orlando/first-drop-5814477,license_key=5814477,1,3
listing,/restaurant/melbourne/first-watch-1071-1507398,license_key=1507398,1,2
listing,/restaurant/orlando/first-watch-151-5813930,license_key=5813930,1,2
listing,/restaurant/orlando/first-watch-57-5809998,license_key=5809998,1,1
listing,/restaurant/winter-park/first-watch-113-5813105,license_key=5813105,1,1
listing,/restaurant/orlando/first-watch-129-5813319,license_key=5813319,1,1
listing,/restaurant/lake-mary/first-watch-restaurant-174-6905247,license_key=6905247,1,1
listing,/restaurant/port-st-lucie/first-watch-restaurant-177-6603138,license_key=6603138,1,1
listing,/restaurant/melbourne/first-watch-restaurant-182-1506735,license_key=1506735,1,1
listing,/restaurant/oviedo/first-watch-restaurant-187-6905241,license_key=6905241,1,2
listing,/restaurant/daytona-beach/first-watch-restaurant-193-7405034,license_key=7405034,1,1
listing,/restaurant/port-orange/first-watch-restaurant-248-7407579,license_key=7407579,1,1
listing,/restaurant/vero-beach/first-watch-restaurant-271-4105380,license_key=4105380,1,2
listing,/restaurant/kissimmee/first-watch-restaurant-438-5911871,license_key=5911871,1,1
listing,/restaurant/longwood/first-watch-restaurant-51-6903548,license_key=6903548,1,1
listing,/restaurant/orlando/first-watch-restaurant-98-5812304,license_key=5812304,1,1
listing,/restaurant/orlando/first-watch-restaurant-5814595,license_key=5814595,1,1
listing,/restaurant/orlando/first-watch-restaurant-5814837,license_key=5814837,1,1
listing,/restaurant/clermont/first-watch-restaurant-4508805,license_key=4508805,1,1
listing,/restaurant/windermere/first-watch-restaurant-5814577,license_key=5814577,1,2
listing,/restaurant/champions-gate/first-watch-restaurant-5911581,license_key=5911581,1,1
listing,/restaurant/orlando/first-watch-restaurants-inc-5814700,license_key=5814700,1,3
listing,/restaurant/winter-garden/first-watch-winter-garden-5811917,license_key=5811917,1,1
listing,/restaurant/winter-park/first-watch-5815140,license_key=5815140,1,1
listing,/restaurant/merritt-island/first-watch-1507212,license_key=1507212,1,2
listing,/restaurant/titusville/first-wok-1505131,license_key=1505131,1,3
listing,/restaurant/orlando/fish-on-fire-5809601,license_key=5809601,1,1
listing,/restaurant/vero-beach/fishack-4105126,license_key=4105126,1,2
listing,/restaurant/lake-mary/fishbones-6904615,license_key=6904615,1,1
listing,/restaurant/cape-canaveral/fishlips-waterfront-bar-grill-1504429,license_key=1504429,1,1
listing,/restaurant/orlando/five-guys-ucf-university-pointe-orlando-5815228,license_key=5815228,1,3
listing,/restaurant/clermont/five-guys-burgers-and-fries-4508839,license_key=4508839,1,3
listing,/restaurant/vero-beach/five-guys-4105153,license_key=4105153,1,1
listing,/restaurant/port-st-lucie/five-guys-6602978,license_key=6602978,1,1
listing,/restaurant/mount-dora/five-guys-4508508,license_key=4508508,1,1
listing,/restaurant/altamonte-springs/five-guys-6904676,license_key=6904676,1,1
listing,/restaurant/orlando/five-guys-5812215,license_key=5812215,1,3
listing,/restaurant/winter-springs/five-guys-6905158,license_key=6905158,1,2
listing,/restaurant/orlando/five-star-indian-cuisine-5813833,license_key=5813833,1,3
listing,/restaurant/ormond-beach/five-star-pizza-7407564,license_key=7407564,1,2
